symbol,name,currency,summary,category_group,category,family,exchange,mic
ACAITA.MI,AcomeA PMITALIA ESG Q2,EUR,"AcomeA PMITALIA ESG Q2 is a fund, based in Italy, that focuses on Italian Equities and incorporates ESG (Environmental, Social, and Governance) factors in its investment process. The investment strategy of this fund would be expected to generate returns in those markets with a sustainability lens. Further research is needed on the specific focus.",Equities,Equities,AcomeA SGR SpA,MIL,XMIL
ACALIQ.MI,AcomeA 12 Mesi Q2,EUR,"AcomeA 12 Mesi Q2 is a fund, based in Italy, focused on investments over a 12 month period. Further research is needed to determine specific strategy or objective of the fund. It is a short-term investment option.",Financials,Bonds,AcomeA SGR SpA,MIL,XMIL
ACAPEM.MI,AcomeA Paesi Emergenti Q2,EUR,"AcomeA Paesi Emergenti Q2 is a fund, based in Italy, focused on investments in emerging markets. The investment strategy of this fund would be expected to generate returns in those markets. Further research is needed on the specific focus.",Equities,Emerging Markets,AcomeA SGR SpA,MIL,XMIL
ACAPER.MI,AcomeA Performance Q2,EUR,"AcomeA Performance Q2 is a fund, based in Italy, that aims to achieve high performance. The fund's investment strategy would require further investigation. It would look to maximize financial return.",Financials,Blend,AcomeA SGR SpA,MIL,XMIL
ACAPRU.MI,AcomeA Patrimonio Prudente Q2,EUR,"AcomeA Patrimonio Prudente Q2 is a fund, based in Italy, with a conservative investment strategy. It focuses on capital preservation and lower risk. The investment strategy of this fund would be expected to generate returns with lower volatility.",Financials,Blend,AcomeA SGR SpA,MIL,XMIL
ADA113.MI,AMAGIS DYNAMIC ALLOC TOT RET FU,EUR,,Equities,,,MIL,XMIL
AISMLV.MI,AISM Global Opportunities Fund - AISM Low Volatility Fund E Plus,EUR,AISM Global Opportunities Fund - AISM Low Volatility Fund E Plus is a sub-fund of AISM Global Opportunities Fund focusing on low volatility investments. It is designed to provide investors with exposure to global markets while aiming for lower risk. Further details on investment strategy and holdings can be found in the fund's prospectus.,Equities,Allocation,Alpha Investor Services Management,MIL,XMIL
ATMCAR.MI,ATOMO CARPINUS - CLASSE L,EUR,"ATOMO CARPINUS - CLASSE L is a mutual fund class within the ATOMO fund family. The fund invests in a range of assets, potentially focusing on specific market segments or investment strategies. The fund's specific investment strategy and management company's location is unknown.",Financials,,,MIL,XMIL
ATMGLR.MI,ATOMO - Global Return L EUR Acc,EUR,"ATOMO - Global Return L EUR Acc is a mutual fund that aims to achieve a global return strategy, denominated in EUR, with an accumulating share class. The fund's specific investments and management company details require further information. The business model centers on providing investors with global return opportunities.",Financials,Allocation,Casa4Funds SA,MIL,XMIL
ATMMIF.MI,ATOMO - Made in Italy Fund L EUR Acc,EUR,ATOMO - Made in Italy Fund L EUR Acc is a mutual fund that focuses on investments in Italian companies. The fund is denominated in EUR with an accumulating share class. The fund's management company and investment strategies require further information.,Financials,Italy,Casa4Funds SA,MIL,XMIL
ATMPLF.MI,ATOMO - Plab Flex Absolute Fund L EUR Acc,EUR,"ATOMO - Plab Flex Absolute Fund L EUR Acc is a mutual fund that employs a flexible, absolute return strategy. The fund is denominated in EUR with an accumulating share class. The fund's specific investments and management company details require further information.",Financials,Allocation,Casa4Funds SA,MIL,XMIL
AVBZ01.MI,Alessia - Volcor Beta Zero Class Q,EUR,"Alessia - Volcor Beta Zero Class Q is a fund that aims for a beta-neutral strategy, minimizing its correlation with broader market movements. The fund is managed by Volcor, a financial services company, under the Alessia fund umbrella. The business model involves providing investors with low-correlation returns.",Financials,Alternative,Pure Capital SA,MIL,XMIL
BONMUL.MI,BASE INV BONDS MULTICURRENCY CL,EUR,BASE INV BONDS MULTICURRENCY CL is a multi-currency bond fund managed by Base Investments SICAV. It invests in bonds denominated in various currencies. The fund seeks to provide diversification and returns through global fixed-income markets.,Fixed Income,Bonds,,MIL,XMIL
BONVAL.MI,Base Investments SICAV - Bonds Value,EUR,"Base Investments SICAV - Bonds Value is a bond fund managed by Base Investments SICAV, focusing on undervalued fixed-income securities. The fund's objective is to generate returns by identifying and investing in bonds that are trading below their intrinsic value. It invests in a diversified portfolio of bonds from various issuers and sectors.",Fixed Income,Bonds,,MIL,XMIL
COMAEE.MI,CompAM FUND - Active Global Long Short Q Accumulation,EUR,"CompAM FUND - Active Global Long Short Q Accumulation is a sub-fund of CompAM Fund SICAV P.L.C, focusing on actively managed global equity investments, employing a long-short strategy. The fund aims to generate returns by taking both long and short positions in equities worldwide, seeking to outperform its benchmark. It is domiciled in Luxembourg and managed by an investment team following a quantitative and fundamental approach.",Equities,Equities,Compass Asset Management S.A.,MIL,XMIL
COMAES.MI,CompAM FUND - Active Equity Selection Q Accumulation,EUR,"CompAM FUND - Active Equity Selection Q Accumulation is a sub-fund of CompAM Fund SICAV P.L.C, which invests in equities using an active selection process. The fund aims to generate returns by carefully choosing stocks based on quantitative and qualitative analysis. It operates as a Luxembourg-based UCITS fund.",Equities,Equities,MDO Management Company S.A.,MIL,XMIL
COMFB0.MI,CompAM FUND - Flexible Bond Q EUR Accumulation,EUR,"CompAM FUND - Flexible Bond Q EUR Accumulation is a sub-fund of CompAM Fund SICAV, focusing on Euro-denominated flexible bond investments. The fund aims to generate returns by investing in a diversified portfolio of bonds with varying maturities and credit ratings, while actively managing interest rate risk. It is domiciled in Luxembourg and managed by an experienced investment team.",Fixed Income,Bonds,MDO Management Company S.A.,MIL,XMIL
COMGD0.MI,Compam Fund - Global Diversified,EUR,"Compam Fund - Global Diversified is a sub-fund of CompAM Fund SICAV, aiming to provide diversified global investments. The fund's objective is to achieve long-term capital appreciation by investing in a mix of asset classes, including equities, bonds, and alternative investments, across various geographical regions. It is domiciled in Luxembourg.",Alternatives,Blend,,MIL,XMIL
COMGFB.MI,COMPAM FUND GLOBAL FLEXIBLE BLE,EUR,"This instrument is COMPAM FUND GLOBAL FLEXIBLE BLE, a global flexible fund managed by COMPAM. It invests across various asset classes and geographies with the flexibility to adapt to changing market conditions. More information is needed regarding the fund's specific investment strategy.",Alternatives,Alternative,,MIL,XMIL
COMSBB.MI,CompAM Fund SICAV - SB Bond Fund,EUR,"CompAM Fund SICAV - SB Bond Fund is a sub-fund of CompAM Fund SICAV, focused on investing in a diversified portfolio of bonds. The fund seeks to generate income and capital appreciation by actively managing its bond holdings across various sectors and geographies. It is domiciled in Luxembourg.",Fixed Income,Bonds,,MIL,XMIL
COMSBC.MI,CompAM FUND - SB Convex Q EUR Accumulation,EUR,"CompAM FUND - SB Convex Q EUR Accumulation is a sub-fund of CompAM Fund SICAV P.L.C, focusing on generating returns through convex strategies in the Eurozone. The fund aims to capture market opportunities using a quantitative approach. It is domiciled in Luxembourg.",Derivatives,Alternative,MDO Management Company S.A.,MIL,XMIL
COMSBE.MI,CompAM Fund SICAV - SB Equity Fund,EUR,"CompAM Fund SICAV - SB Equity Fund is a sub-fund of CompAM Fund SICAV, focusing on investing in a diversified portfolio of equities. The fund aims to generate capital appreciation by actively managing its equity holdings across various sectors and geographies. It is domiciled in Luxembourg.",Equities,Equities,,MIL,XMIL
COMSBF.MI,CompAM Fund SICAV - SB Flexible Fund,EUR,"CompAM Fund SICAV - SB Flexible Fund is a sub-fund of CompAM Fund SICAV, offering a flexible investment approach across various asset classes. The fund seeks to generate returns by actively allocating capital to equities, bonds, and other asset classes based on market conditions. It is domiciled in Luxembourg.",Alternatives,Blend,,MIL,XMIL
CXR.MI,AQA Ucits Funds SICAV P.L.C - AQA Colombo Extra Return Fund,EUR,"AQA Ucits Funds SICAV P.L.C - AQA Colombo Extra Return Fund is a sub-fund of AQA Ucits Funds SICAV P.L.C., which is an Undertaking for Collective Investment in Transferable Securities (UCITS) domiciled in Luxembourg. The fund aims to generate returns through a flexible and dynamic investment strategy, potentially investing across various asset classes and geographies. It is managed by Colombo Wealth Management.",Alternatives,Alternative,,MIL,XMIL
FINLDE.MI,Finlabo Investments Sicav - Dynamic Equity L EUR Acc,EUR,"Finlabo Investments Sicav - Dynamic Equity L EUR Acc is a sub-fund of Finlabo Investments Sicav, focusing on dynamic equity investments. It is denominated in EUR and is an accumulating share class. The fund's objective is to provide capital appreciation through investments in equity markets.",Equities,Equities,Casa4Funds SA,MIL,XMIL
FLEXLO.MI,BASE INV FLEX LOW RISK EXPOS CL,EUR,,,,,MIL,XMIL
HPSBAS.MI,Pharus Sicav Basic Fund Class Q EUR Shares,EUR,"Pharus Sicav Basic Fund Class Q EUR Shares is a sub-fund of the Pharus Sicav, an investment company incorporated in Luxembourg. It is a basic fund denominated in EUR and belongs to class Q shares. It invests in a diversified portfolio of assets following a basic investment strategy.",Equities,Allocation,Pharus Management Lux S.A.,MIL,XMIL
HPSDYN.MI,SUMUS - Strategic Fund Class All EUR Sub-Class Q cap shares,EUR,SUMUS - Strategic Fund Class All EUR Sub-Class Q cap shares is a sub-fund of the SUMUS fund family. It is a strategic fund denominated in EUR and belongs to class All Q capitalization shares. The fund invests in a diversified portfolio of assets following a strategic investment approach.,Equities,Allocation,Sumus Capital S.A.,MIL,XMIL
INTFE.MI,Intermonte SICAV - Flexible Europe Fund,EUR,"Intermonte SICAV - Flexible Europe Fund aims to achieve capital appreciation by investing primarily in equities and equity-related securities of European companies, while maintaining flexibility to adjust its exposure based on market conditions. The fund can also invest in fixed income securities, money market instruments, and other collective investment schemes. The fund is domiciled in Luxembourg.",Equities,Equities,,MIL,XMIL
LGINVS.MI,Investimenti Sostenibili LIFEGATE,EUR,"Investimenti Sostenibili LIFEGATE represents a fund or investment vehicle focused on sustainable investments, potentially managed in partnership with LIFEGATE, an organization promoting sustainability. It invests in companies that meet specific environmental, social, and governance (ESG) criteria. Further details would be available in the fund's prospectus.",Equities,Equities,Sella SGR S.p.A.,MIL,XMIL
NMBWC.MI,New Millennium - Balanced World Conservative L,EUR,"New Millennium - Balanced World Conservative L is a balanced fund that aims to provide a combination of capital growth and income by investing in a diversified portfolio of global assets, with a conservative risk profile; the fund is part of the New Millennium fund family.",Alternatives,Alternative,Natam Management Company S.A.,MIL,XMIL
NMCB.MI,New Millennium - Augustum Corporate Bond L,EUR,New Millennium - Augustum Corporate Bond L is a fixed income fund that primarily invests in euro-denominated corporate bonds with the goal of generating income and capital appreciation; the fund is managed by New Millennium and focuses on high-quality corporate debt.,Fixed Income,Corporate Bonds,Natam Management Company S.A.,MIL,XMIL
NMEBST.MI,New Millennium - Euro Bonds Short Term L,EUR,"New Millennium - Euro Bonds Short Term L is a fixed-income fund that invests in short-term, euro-denominated bonds with the aim of providing capital preservation and income; the fund is part of the New Millennium fund family.",Fixed Income,Bonds,Natam Management Company S.A.,MIL,XMIL
NMEE.MI,New Millennium - Euro Equities L,EUR,New Millennium - Euro Equities L is an equity fund that invests primarily in stocks of companies based in the Eurozone with the objective of achieving long-term capital growth; the fund is managed by New Millennium and focuses on selecting companies with strong growth potential.,Equities,Equities,Natam Management Company S.A.,MIL,XMIL
NMEGH.MI,New Millennium - Evergreen Global High Yield Bond L,EUR,New Millennium - Evergreen Global High Yield Bond L is a fixed income fund that invests in high-yield bonds globally with the aim of generating income and capital appreciation; the fund is managed by New Millennium and focuses on selecting bonds with attractive yields and credit profiles.,Fixed Income,High Yield Bonds,Natam Management Company S.A.,MIL,XMIL
NMEXHQ.MI,New Millennium - Augustum Extra Euro High Quality Bond L,EUR,"New Millennium - Augustum Extra Euro High Quality Bond L is a fixed income fund that invests in high-quality, euro-denominated bonds with the objective of generating income and preserving capital; the fund is managed by New Millennium and focuses on selecting bonds with strong credit ratings.",Fixed Income,Investment Grade Bonds,Natam Management Company S.A.,MIL,XMIL
NMGE.MI,New Millennium - Global Equities (Eur Hedged) L,EUR,"New Millennium - Global Equities (Eur Hedged) L is an equity fund that invests in global stocks while hedging the currency risk back to the Euro, aiming to provide capital growth while mitigating currency fluctuations; the fund is part of the New Millennium fund family.",Equities,Equities,Natam Management Company S.A.,MIL,XMIL
NMHQB.MI,New Millennium - Augustum High Quality Bond L,EUR,New Millennium - Augustum High Quality Bond L is a bond fund focused on investing in high-quality bonds. The fund's objective is to generate income and preserve capital by investing in a diversified portfolio of bonds. Its headquarter location and specific investment strategy are not readily available.,Fixed Income,Bonds,Natam Management Company S.A.,MIL,XMIL
NMIDB.MI,New Millennium - Augustum Italian Diversified Bond L,EUR,New Millennium - Augustum Italian Diversified Bond L is a bond fund focused on investing in a diversified portfolio of Italian bonds. The fund aims to provide income and potentially capital appreciation by investing in various Italian bond issuers. Further details on its investment approach and management are not easily accessible.,Fixed Income,Bonds,Natam Management Company S.A.,MIL,XMIL
NMILB.MI,New Millennium - Inflation Linked Bond Europe L,EUR,"New Millennium - Inflation Linked Bond Europe L is a bond fund that invests primarily in European inflation-linked bonds, seeking to provide investors with a return that corresponds to the performance of these bonds while protecting against inflation. The fund aims to offer diversification and potential inflation hedging within a fixed-income portfolio and is managed by New Millennium, an asset management company. The fund's specific investment strategy and underlying holdings determine its performance.",Fixed Income,Bonds,Natam Management Company S.A.,MIL,XMIL
NMLEC.MI,New Millennium - Large Europe Corporate L,EUR,"New Millennium - Large Europe Corporate L is a fund that invests primarily in the stocks of large European companies, aiming to generate capital appreciation. The fund focuses on identifying companies with strong financial fundamentals and growth potential, using a fundamental research-driven approach. The fund is managed by New Millennium.",Equities,Developed Markets,Natam Management Company S.A.,MIL,XMIL
NMMAO.MI,NEW MILLEN MULTI ASSET OPPORTUN,EUR,"NEW MILLENN MULTI ASSET OPPORTUN seeks to achieve its investment objective by strategically allocating assets across various asset classes, including equities, fixed income, and alternative investments. The fund aims to provide investors with a diversified portfolio that can generate attractive risk-adjusted returns over the long term. The fund is managed by New Millennium, an asset management company.",Alternatives,Alternative,,MIL,XMIL
NMMT.MI,New Millennium - Augustum Market Timing L,EUR,"New Millennium - Augustum Market Timing L is a fund that utilizes a market timing strategy, adjusting its asset allocation based on perceived market trends and conditions. The fund aims to capitalize on market fluctuations to generate returns for investors. New Millennium manages the fund.",Alternatives,Trading,Natam Management Company S.A.,MIL,XMIL
NMPBSI.MI,NEW MILLENNIUM PIR BILANCIATO S,EUR,NEW MILLENNIUM PIR BILANCIATO S aims to achieve a balanced investment strategy by allocating assets across various asset classes such as equities and fixed income. The fund seeks to generate a combination of capital appreciation and income while managing risk through diversification. The fund is managed by New Millennium.,Alternatives,Alternative,,MIL,XMIL
NMTRF.MI,New Millennium - Total Return Flexible,EUR,New Millennium - Total Return Flexible aims to achieve a positive total return by dynamically allocating assets across various asset classes and investment strategies. The fund seeks to adapt to changing market conditions to generate returns while managing risk. The fund is managed by New Millennium.,Alternatives,Alternative,,MIL,XMIL
NMVOL.MI,New Millennium - VolActive L,EUR,"New Millennium - VolActive L is a fund that utilizes a volatility-based investment strategy, adjusting its asset allocation based on market volatility levels. The fund seeks to capitalize on market fluctuations and manage risk through volatility management techniques. The fund is managed by New Millennium.",Alternatives,Trading,Natam Management Company S.A.,MIL,XMIL
OCPPI.MI,Open Capital Professional Italy Fund,EUR,,,,,MIL,XMIL
OCPTR.MI,Open Capital Total Return L,EUR,,Equities,Allocation,Open Capital Partners SGR Spa,MIL,XMIL
PHSAFQ.MI,Pharus SICAV - Algo Flex Class Q EUR Acc,EUR,"Pharus SICAV - Algo Flex Class Q EUR Acc is a sub-fund of Pharus SICAV, employing an algorithmic, flexible investment strategy. The fund is denominated in EUR, and the Class Q shares are accumulation shares, meaning dividends are reinvested. Pharus SICAV is a Luxembourg-based investment company.",Alternatives,Alternative,Pharus Management Lux S.A.,MIL,XMIL
PHSAN.MI,Pharus Sicav - Asian Niches Fund,EUR,"Pharus Sicav - Asian Niches Fund is a sub-fund of Pharus Sicav focusing on investments in niche areas within the Asian markets. The fund seeks to identify and invest in smaller, less-covered companies or sectors with high growth potential. Pharus Sicav is a Luxembourg-based investment company.",Equities,Emerging Markets,,MIL,XMIL
PHSARQ.MI,Pharus SICAV - Conservative Class Q EUR Acc,EUR,"Pharus SICAV - Conservative Class Q EUR Acc is a sub-fund of Pharus SICAV with a conservative investment strategy. The fund is denominated in EUR, and the Class Q shares are accumulation shares, meaning dividends are reinvested within the fund. Pharus SICAV is a Luxembourg-based investment company.",Alternatives,Alternative,Pharus Management Lux S.A.,MIL,XMIL
PHSBOQ.MI,Pharus SICAV - Bond Opportunities Class Q EUR Inc,EUR,"Pharus SICAV - Bond Opportunities Class Q EUR Inc is a sub-fund of Pharus SICAV, focusing on investments in the bond market. The fund aims to provide income by investing primarily in a diversified portfolio of fixed-income securities denominated in Euro. Its investment strategies are geared towards capturing opportunities in the bond market.",Fixed Income,Bonds,Pharus Management Lux S.A.,MIL,XMIL
PHSEMN.MI,Pharus SICAV - Electric Mobility Niche Fund,EUR,"Pharus SICAV - Electric Mobility Niche Fund is a sub-fund of Pharus SICAV, specializing in investments related to the electric mobility sector. The fund targets companies involved in the development, production, and distribution of electric vehicles and related technologies. Its objective is to capitalize on the growth potential of the electric mobility market.",Equities,Technology,,MIL,XMIL
PHSIEQ.MI,Pharus SICAV - International Equity Quant Class Q EUR Acc,EUR,Pharus SICAV - International Equity Quant Class Q EUR Acc is a sub-fund of Pharus SICAV that employs a quantitative investment strategy to invest in international equities. The fund seeks to achieve capital appreciation by using a model-driven approach to select stocks from a global universe. It aims to outperform its benchmark through systematic stock selection.,Equities,Equities,Pharus Management Lux S.A.,MIL,XMIL
PHSLQ.MI,Pharus SICAV - Liquidity Class Q EUR Acc,EUR,"Pharus SICAV - Liquidity Class Q EUR Acc is a sub-fund of Pharus SICAV, designed to provide investors with a highly liquid investment option. The fund invests in short-term, high-quality money market instruments denominated in Euro. Its primary goal is to maintain a high degree of liquidity while preserving capital.",Cash,Money Market Instruments,Pharus Management Lux S.A.,MIL,XMIL
PHSTED.MI,Pharus Sicav - Target Equity Dividend Fund,EUR,Pharus Sicav - Target Equity Dividend Fund focuses on investing in equities with the goal of generating dividend income. The fund selects companies that have a history of paying dividends or are expected to pay dividends in the future. It aims to provide investors with a steady stream of income and potential capital appreciation.,Equities,Value,,MIL,XMIL
PHSTPQ.MI,Pharus SICAV - Trend Player Class Q EUR Acc,EUR,Pharus SICAV - Trend Player Class Q EUR Acc is a sub-fund of Pharus SICAV that utilizes a trend-following investment strategy. The fund aims to identify and capitalize on prevailing market trends across various asset classes. It seeks to generate returns by investing in securities that exhibit positive momentum.,Alternatives,Alternative,Pharus Management Lux S.A.,MIL,XMIL
PHSTQ.MI,Pharus SICAV - Target Class Q EUR Inc,EUR,"Pharus SICAV - Target Class Q EUR Inc is a sub-fund of Pharus SICAV with a specific investment objective, which may vary depending on the target outlined in its prospectus. The fund generally aims to provide income to investors through a diversified portfolio of assets. The specific investment strategy and asset allocation are tailored to meet the fund's stated target.",Alternatives,Alternative,Pharus Management Lux S.A.,MIL,XMIL
PHSVQ.MI,Pharus SICAV - Next Revolution Class Q EUR Acc,EUR,"Pharus SICAV - Next Revolution Class Q EUR Acc is a sub-fund of Pharus SICAV, focusing on investments in innovative and disruptive technologies. The fund targets companies that are driving the ""next revolution"" across various sectors, such as technology, healthcare, and energy. Its objective is to capture the growth potential of these emerging trends.",Equities,Technology,Pharus Management Lux S.A.,MIL,XMIL
PMALPF.MI,PLURIMA Funds - PLURIMA Multi Alpha Plus Fund,EUR,"The PLURIMA Funds - PLURIMA Multi Alpha Plus Fund is a multi-strategy fund that seeks to generate absolute returns by investing in a diversified portfolio of asset classes and employing various investment strategies. The fund aims to deliver consistent performance regardless of market conditions. It's part of the Plurima Funds range, managed by Kairos Partners SGR, an asset management company based in Milan, Italy.",Alternatives,Alternative,,MIL,XMIL
PPGDYP.MI,Generation Dynamic Pir,EUR,,,,,MIL,XMIL
PPSPOF.MI,Plurima Funds - Pairstech Strategy Fund,EUR,"The Plurima Funds - Pairstech Strategy Fund is a fund managed by Kairos Partners SGR in Milan, Italy, and is part of the Plurima Funds range. It aims to achieve capital appreciation through a quantitative investment strategy.",Financials,Alternative,,MIL,XMIL
PSEAFQ.MI,Pharus SICAV - Europe Total Return Class Q EUR Acc,EUR,"Pharus SICAV - Europe Total Return Class Q EUR Acc is a sub-fund of Pharus SICAV, focusing on European markets and aiming for total return through a combination of capital appreciation and income. The fund is denominated in EUR and is an accumulation share class, meaning that income is reinvested. It is managed by Pharus Asset Management, an Italian asset management company.",Equities,Developed Markets,Pharus Management Lux S.A.,MIL,XMIL
PSGQHD.MI,Pharus Sicav - Global Value Equity Fund,EUR,"Pharus Sicav - Global Value Equity Fund is a sub-fund within the Pharus Sicav umbrella, focusing on global equity markets. The fund's investment strategy is centered around value investing, seeking undervalued companies with the potential for long-term growth. It is managed by Pharus Asset Management.",Equities,Equities,,MIL,XMIL
PSGVQ.MI,Pharus SICAV - Global Value Equity Class Q EUR Acc,EUR,"Pharus SICAV - Global Value Equity Class Q EUR Acc is a sub-fund of Pharus SICAV that invests in global equity markets using a value investing strategy. The fund seeks to identify undervalued companies with potential for long-term growth and capital appreciation. It is a Class Q share, denominated in EUR, and is an accumulating share class, reinvesting any income generated.",Equities,Equities,Pharus Management Lux S.A.,MIL,XMIL
PSGVQH.MI,Pharus SICAV - Global Value Equity Class QH EUR Acc,EUR,"Pharus SICAV - Global Value Equity Class QH EUR Acc is a sub-fund of Pharus SICAV, an investment company based in Luxembourg. The fund invests in a diversified portfolio of global equities, seeking long-term capital appreciation by identifying undervalued companies. The fund aims to outperform its benchmark by using a value-oriented investment strategy.",Equities,Equities,Pharus Management Lux S.A.,MIL,XMIL
QFAL.MI,QF ALPHA IMM,EUR,QF ALPHA IMM is a real estate fund listed on the Milan Stock Exchange. The fund invests in a portfolio of properties located in Italy. The goal of the fund is to generate income and capital appreciation for its investors.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFARE.MI,QF AMUNDI RE EUROPA,EUR,QF AMUNDI RE EUROPA is a closed-end real estate investment fund focused on European properties. The fund invests in a diversified portfolio of real estate assets across various sectors within Europe. It aims to provide investors with income and capital appreciation through strategic property investments.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFARI.MI,QF AMUNDI RE ITALIA,EUR,QF AMUNDI RE ITALIA is a closed-end real estate investment fund focused on properties in Italy. It invests in a diverse portfolio of real estate assets across multiple sectors within Italy. The fund seeks to generate income and capital appreciation for its investors through strategic property investments in the Italian market.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFATL.MI,Atlantic 1 - Fondo Comune Di Investimento Immobiliare Chiuso,EUR,"Atlantic 1 - Fondo Comune Di Investimento Immobiliare Chiuso is a closed-end real estate investment fund (FICI) based in Italy. The fund invests in a portfolio of real estate assets, primarily located in Italy. The objective of the fund is to generate income and capital appreciation for its investors through the acquisition, management, and sale of real estate properties.",Real Estate,Commercial Real Estate,,MIL,XMIL
QFID.MI,BNP Paribas Immobiliare Dinamico Fund,EUR,BNP Paribas Immobiliare Dinamico Fund is a closed-end real estate fund. The fund's investment strategy involves acquiring and managing a portfolio of real estate properties to generate income and capital appreciation. The fund is managed by BNP Paribas Real Estate Investment Management SGR S.p.A.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFIMM.MI,Immobilium 2001,EUR,Immobilium 2001 is a real estate fund listed on the Milan Stock Exchange. It invests in real estate properties located primarily in Italy. The fund aims to generate income and capital appreciation through property management and development.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFMRA.MI,Mediolanum Real Estate,EUR,Mediolanum Real Estate is a closed-end real estate fund listed on the Milan Stock Exchange. The fund invests in a diversified portfolio of real estate properties located primarily in Italy. Its objective is to generate income and capital appreciation for its investors through strategic property investments and management.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFMRB.MI,Mediolanum Real Estate,EUR,Mediolanum Real Estate is a closed-end real estate fund listed on the Milan Stock Exchange that invests in a diverse range of properties in Italy. The fund's investment strategy is focused on generating income and achieving capital appreciation through active property management. It aims to provide attractive returns to its investors through real estate investments.,Real Estate,Commercial Real Estate,,MIL,XMIL
QFOPI.MI,Opportunita Italia - Real Estate Fund,EUR,Opportunita Italia - Real Estate Fund is a real estate fund focused on investments in Italy. The fund seeks to capitalize on opportunities in the Italian real estate market. It aims to generate returns through strategic property acquisitions and management.,Real Estate,Commercial Real Estate,,MIL,XMIL
