symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
AZHN.HA,AGIF-ASIA PAC.EQU.A EO,EUR,,,Emerging Markets,Allianz Global Investors Fund,HAN,XHAN,
BE35.HA,BERENB.AKTIEN DEUTSCHL.RA,EUR,"BERENB.AKTIEN DEUTSCHL.RA is a German equity fund managed by Berenberg, focusing on investments in German stocks. The fund aims to generate capital appreciation by investing in a diversified portfolio of German companies across various sectors. The specific investment strategy and fund details require further research.",Equities,Developed Markets,,HAN,XHAN,
BYQB.HA,BAR.INTL-HK CHINA ADLI,EUR,,,,,HAN,XHAN,
BYQI.HA,BAR.INTL-HK CHINA AEOI,EUR,,,,Barclays,HAN,XHAN,
C5Q1.HA,CARMIGNAC PO.-GR.EUR.AEOA,EUR,"CARMIGNAC PO.-GR.EUR.AEOA is a unit or share class of a fund managed by Carmignac, a European asset management company, and it focuses on generating returns through investments primarily in Euro-denominated assets. The fund employs an active investment strategy, aiming to outperform its benchmark. Its objective is to achieve long-term capital appreciation.",,,Carmignac Patrimoine,HAN,XHAN,
C5Q2.HA,CA.-P.-GREEN GOLD AEOA,EUR,CA.-P.-GREEN GOLD AEOA represents a unit or share class of a fund that is managed by Credit Agricole Private Banking and invests in companies related to green energy and gold. The fund uses an active investment strategy aimed at outperforming a benchmark. Its goal is to generate long-term capital appreciation through investments in green energy and gold-related assets.,,,,HAN,XHAN,
C5Q3.HA,CARMIGNAC PO.-EM.DIS.AEOA,EUR,,,,Carmignac Patrimoine,HAN,XHAN,
C5Q5.HA,CAR.PTF.-GL BD AEOA,EUR,,,,,HAN,XHAN,
C9DC.HA,SMART-INVEST HELIOS AR B,EUR,,Alternatives,,,HAN,XHAN,
CFE5.HA,C WO.WI.-C W.W.G.E.E. A1,EUR,,,,,HAN,XHAN,
CFPA.HA,DNB-AS.MID CAP A,EUR,"DNB-AS.MID CAP A refers to a sub-fund or share class of DNB Asset Management focused on Asian mid-cap equities. The fund aims to provide capital appreciation by investing in companies with medium market capitalization located in Asian countries. The ""A"" signifies a specific share class.",,Mid Cap,DNB Asset Management,HAN,XHAN,
CFPC.HA,DNB-FUT.WAV.A,EUR,"DNB-FUT.WAV.A refers to a sub-fund or share class of DNB Asset Management focused on future-oriented investment themes. The fund aims to capitalize on emerging trends and innovative technologies shaping the future economy. The ""A"" signifies a specific share class.",,,DNB Asset Management,HAN,XHAN,
CFPJ.HA,DNB-NORD.EQUITIES A,EUR,"DNB-NORD.EQUITIES A refers to a sub-fund or share class of DNB Asset Management focused on Nordic equities. The fund aims to provide capital appreciation by investing in companies located in the Nordic region. The ""A"" signifies a specific share class.",,Developed Markets,DNB Asset Management,HAN,XHAN,
CL52.HA,MAGELLAN INH. C (EUR),EUR,"MAGELLAN INH. C (EUR) is a share class of an investment fund managed by Magellan, denominated in Euros (EUR). The 'C' denotes a specific share class with its own fee structure. Magellan is a global investment management firm.",Financials,,,HAN,XHAN,
CL54.HA,COMGEST MONDE C,EUR,"COMGEST MONDE C is a share class of an investment fund managed by Comgest, focused on global equities ('Monde' meaning 'World' in French). The 'C' denotes a specific share class with its own fee structure. Comgest is a global investment management firm focused on quality growth investing.",Financials,,,HAN,XHAN,
CXW1.HA,VELTEN STRATEG.DEUTSCHL.R,EUR,"Velten Strateg.Deutschland R is a fund focused on investing in the German stock market, pursuing a specific strategy. Without more details, the specific investment approach (e.g., value, growth, or a combination) is unknown. The fund is domiciled in Germany.",Equities,Developed Markets,,HAN,XHAN,
CXW6.HA,FONDRA A,EUR,"FONDRA A is a fund, and more information is needed to provide a detailed description of its investment strategy or focus. It is a European fund.",,,,HAN,XHAN,
CXWC.HA,FONDIS A,EUR,"FONDIS A is a fund, and more information is needed to provide a detailed description of its investment strategy or focus. It is a European fund.",,,,HAN,XHAN,
CXWD.HA,PLUSFONDS A,EUR,"PLUSFONDS A is a fund, and more information is needed to provide a detailed description of its investment strategy or focus. It is a European fund.",,,,HAN,XHAN,
CXWE.HA,CONVEST 21 VL A,EUR,"CONVEST 21 VL A is a fund and further information is needed to describe it's investment strategy, goal, or focus. It is a European fund.",,,,HAN,XHAN,
CXWK.HA,GOTHAER EURO-RENT,EUR,GOTHAER EURO-RENT is a Euro-denominated fixed income fund. It primarily invests in Euro-denominated bonds with the goal of generating income and capital appreciation. It is a European fund.,Fixed Income,Corporate Bonds,Allianz Global Investors Fund,HAN,XHAN,
CXWV.HA,BRW BALANCE.RETURN PLUS V,EUR,"BRW BALANCE.RETURN PLUS V is a balanced fund that seeks to achieve a positive return while managing risk through diversification across asset classes. The fund invests in a mix of equities, bonds, and other asset classes, such as real estate or commodities. It is a European fund.",Alternatives,Blend,Allianz Global Investors Fund,HAN,XHAN,
D1WA.HA,DWS AUSTRIA VERMOEGENS. T,EUR,DWS AUSTRIA VERMOEGENS. T is a fund focused on investing in Austrian assets. Further information is needed to determine the strategy. It is a European fund.,,,DWS Investment,HAN,XHAN,
D2W1.HA,DWS GLOBAL GROWTH LD,EUR,DWS GLOBAL GROWTH LD is a fund that invests in companies worldwide with the potential for strong growth. The fund diversifies across sectors and regions to capture global growth opportunities. It is a European fund.,Alternatives,Growth,DWS Investment,HAN,XHAN,
D2W4.HA,DWS SMART INDUST.TECH. LD,EUR,"DWS SMART INDUST.TECH. LD is a fund that invests in companies involved in smart industrial technologies. It is that the fund invests in sectors such as automation, robotics, artificial intelligence, and other technologies transforming industrial processes. It is a European fund.",Industrials,Growth,DWS Investment,HAN,XHAN,
D2W5.HA,DWS GERM.SMALL/MID CAP LD,EUR,,,,,HAN,XHAN,
DI4.HA,DWS GOLD PLUS  INH.,EUR,"DWS GOLD PLUS INH is an investment fund managed by DWS Investment GmbH, focused on investing in gold and gold-related securities to achieve capital appreciation. The fund primarily invests in physical gold or derivatives linked to the price of gold, aiming to provide investors with exposure to the precious metal market. Its investment strategy is centered on the performance and dynamics of the gold market.",Commodities,,DWS Investment,HAN,XHAN,
DI44.HA,DWS USD FL.RATE NO. USDLD,EUR,"DWS USD FL.RATE NO. USDLD is a fund managed by DWS Investment GmbH that invests primarily in floating-rate notes denominated in US dollars. The fund aims to provide income by investing in a portfolio of short-term, investment-grade floating-rate debt instruments. It seeks to offer investors exposure to USD-denominated assets while mitigating interest rate risk.",Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
DI4A.HA,DWS FLOAT. RATE NOTES LC,EUR,DWS FLOAT. RATE NOTES LC is a fund managed by DWS Investment GmbH that invests primarily in floating-rate notes. The fund aims to generate income by investing in a portfolio of floating-rate debt instruments. It seeks to provide investors with exposure to debt securities while minimizing interest rate risk.,Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
DI4C.HA,DWS EO UL.SH.FI.INC.NC,EUR,,,,,HAN,XHAN,
DI4G.HA,DWS EURORENTA,EUR,DWS EURORENTA is a bond fund managed by DWS Investment GmbH that invests primarily in euro-denominated bonds. The fund seeks to generate income and capital appreciation by investing in a diversified portfolio of government and corporate bonds. It aims to provide investors with exposure to the European fixed income market.,Fixed Income,Government Bonds,DWS Investment,HAN,XHAN,
DI4I.HA,DWS ESG EUR.BDS(MEDIUM)LC,EUR,"DWS ESG EUR.BDS(MEDIUM)LC is a bond fund managed by DWS Investment GmbH that invests in euro-denominated bonds with a medium-term maturity profile, incorporating environmental, social, and governance (ESG) factors. The fund aims to generate income and capital appreciation while promoting responsible investing. It seeks to provide investors with exposure to the European fixed income market with ESG considerations.",Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
DI4M.HA,DWS OSTEUROPA  INH.,EUR,DWS OSTEUROPA INH is an equity fund managed by DWS Investment GmbH that invests primarily in companies located in Eastern Europe. The fund aims to generate capital appreciation by investing in a diversified portfolio of stocks from the region. It seeks to provide investors with exposure to the growth potential of Eastern European economies.,Financials,,DWS Investment,HAN,XHAN,
DI4T.HA,DWS ESG EURO BDS(LONG) LC,EUR,"DWS ESG EURO BDS(LONG) LC is a fund managed by DWS Investment GmbH that invests primarily in euro-denominated bonds with long maturities while considering Environmental, Social, and Governance (ESG) factors. The fund seeks to generate income and capital appreciation by investing in a portfolio of government and corporate bonds that meet certain ESG criteria. It aims to provide investors with exposure to the long-term European fixed income market in a sustainable manner.",Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
DI7F.HA,ALLIANZ FDS JAPAN A (EUR),EUR,"ALLIANZ FDS JAPAN A (EUR) is a sub-fund of Allianz Global Investors Fund, focusing on investments in Japanese equities while denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to achieve capital growth by investing primarily in the Japanese stock market.",Financials,,Allianz Global Investors Fund,HAN,XHAN,
DI7H.HA,ALL.GELDM.SPEZIAL A EUR,EUR,"ALL.GELDM.SPEZIAL A EUR is a money market fund, a Spezialfonds (special fund) offered by Allianz Global Investors and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to provide stable returns by investing in short-term, low-risk debt instruments.",Cash,Money Market Instruments,Allianz Global Investors Fund,HAN,XHAN,
DI7J.HA,ALLIANZ FL.RENTENFDS A(EO,EUR,"ALLIANZ FL.RENTENFDS A(EO) is a flexible bond fund offered by Allianz Global Investors, investing in a variety of fixed-income securities and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to provide income and capital appreciation by dynamically adjusting its asset allocation within the fixed-income market.",Fixed Income,Corporate Bonds,Allianz Global Investors Fund,HAN,XHAN,
DI7L.HA,ALL.INTERN.RENTENFD.A EUR,EUR,"ALL.INTERN.RENTENFD.A EUR is an international bond fund offered by Allianz Global Investors, investing in a globally diversified portfolio of fixed-income securities and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to provide income and capital appreciation by investing in bonds from various countries and regions.",Fixed Income,Corporate Bonds,Allianz Global Investors Fund,HAN,XHAN,
DI7M.HA,ALLIANZ EUROPAZINS A EUR,EUR,"ALLIANZ EUROPAZINS A EUR is a Euro bond fund offered by Allianz Global Investors focusing on European fixed-income securities and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund seeks to provide income and capital appreciation through investments in Euro-denominated bonds issued by European entities.",Fixed Income,Corporate Bonds,Allianz Global Investors Fund,HAN,XHAN,
DI7R.HA,ALL.NEBENW.D A (EUR),EUR,"ALL.NEBENW.D A (EUR) is a German small-cap equity fund offered by Allianz Global Investors and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund invests primarily in smaller companies listed on German stock exchanges with the goal of achieving capital appreciation.",Financials,,Allianz Global Investors Fund,HAN,XHAN,
DI7S.HA,ALL.VERM.EU A (EUR),EUR,"ALL.VERM.EU A (EUR) is a fund focused on wealth accumulation through investments in European assets, managed by Allianz Global Investors and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund's objective is to achieve long-term capital growth by investing in a diversified portfolio of European equities and/or fixed-income securities.",Financials,Blend,Allianz Global Investors Fund,HAN,XHAN,
DI7T.HA,INDUSTRIA A EUR,EUR,"INDUSTRIA A EUR is an investment fund, focusing on industrial sector companies, managed by Allianz Global Investors and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund seeks to achieve capital growth by investing in companies within the industrial sector.",Industrials,,Allianz Global Investors Fund,HAN,XHAN,
DI7U.HA,CONCENTRA A EUR,EUR,"CONCENTRA A EUR is a mixed asset fund offered by Allianz Global Investors, investing in a combination of equities and fixed-income securities and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to provide a balanced investment approach with both growth and income potential through a diversified portfolio.",Financials,Blend,Allianz Global Investors Fund,HAN,XHAN,
DI7X.HA,ALL.WACHS.EU A (EUR),EUR,"ALL.WACHS.EU A (EUR) is a growth-oriented fund focused on European equities, managed by Allianz Global Investors and denominated in EUR; Allianz Global Investors is a global asset management company headquartered in Munich, Germany. The fund aims to achieve capital appreciation by investing in companies with high growth potential within the European region.",Financials,Growth,Allianz Global Investors Fund,HAN,XHAN,
DJF1.HA,ALL.WACHST.EUROLAND A EO,EUR,,,,,HAN,XHAN,
DJF2.HA,ALL. FDS SCHWEIZ A EO,EUR,,,,,HAN,XHAN,
DJFA.HA,ALL.VERM.DTLA (EUR),EUR,,,,,HAN,XHAN,
DJFB.HA,ALL.INTERGL.A (EUR),EUR,,,,,HAN,XHAN,
DJFD.HA,KAPITAL PLUS A EUR,EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFE.HA,ALLIANZ MOBIL-FONDS A EUR,EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFF.HA,ALL.BIOTECH. A (EUR),EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFG.HA,ALL.GLOB.EQUITY DIV. A EO,EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFH.HA,ALL.THESAUR. AT (EUR),EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFJ.HA,AL.US LC GR. A (EUR),EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFK.HA,ALLIANZ ROHSTOFFFONDS A,EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DJFL.HA,ALL.INFORMAT A (EUR),EUR,,,,Allianz Global Investors Fund,HAN,XHAN,
DKE1.HA,BAYERNINV.OSTEUR.FDS ANL,EUR,,,,Deka Investment,HAN,XHAN,
DKEB.HA,DKB NACHHALT.FDS SDG AL,EUR,,,,Deka Investment,HAN,XHAN,
DWS1.HA,DWS I.-TOP EUROLAND LD,EUR,DWS Investment Top Euroland LD is a mutual fund managed by DWS Investment GmbH that invests primarily in equities of companies based in the Eurozone. The fund aims to achieve capital appreciation by selecting companies with strong growth potential and solid financial fundamentals within the Eurozone. The fund is domiciled in Germany.,Equities,Developed Markets,DWS Investment,HAN,XHAN,
DWS2.HA,DWS I.-TOP EUROLAND NC,EUR,DWS Investment Top Euroland NC is a mutual fund managed by DWS Investment GmbH that invests primarily in equities of companies based in the Eurozone. The fund aims to achieve capital appreciation by selecting companies with strong growth potential and solid financial fundamentals within the Eurozone. The fund is domiciled in Germany.,Equities,Developed Markets,DWS Investment,HAN,XHAN,
DWS5.HA,DWSI-EUR.EQ.HI.CO.NC,EUR,DWSI-EUR.EQ.HI.CO.NC is a fund managed by DWS Investment GmbH which invests in European equities with a focus on high-conviction ideas. The fund aims to generate capital appreciation through a concentrated portfolio of European companies. It is actively managed and seeks to outperform its benchmark.,Equities,Developed Markets,DWS Investment,HAN,XHAN,
DWS6.HA,DWSI-EUR.EQ.HI.CO.LD,EUR,DWSI-EUR.EQ.HI.CO.LD is a fund managed by DWS Investment GmbH that invests in European equities with a high conviction approach. The fund's objective is to achieve long-term capital growth by investing in a concentrated portfolio of European companies that the fund managers believe have significant potential. The fund is domiciled in Germany.,Equities,Developed Markets,DWS Investment,HAN,XHAN,
DWS8.HA,DWSI-EUR.EQ.HI.CO.LC,EUR,"DWSI-EUR.EQ.HI.CO.LC is a fund managed by DWS Investment GmbH that invests in European equities, focusing on high-conviction ideas. The objective is to achieve capital appreciation through a concentrated portfolio of carefully selected European companies with strong growth potential. The fund is domiciled in Germany.",Equities,Developed Markets,DWS Investment,HAN,XHAN,
DWSA.HA,DWS INV.-TOP ASIA LD,EUR,DWS Invest Top Asia LD is a mutual fund managed by DWS Investment GmbH that invests primarily in equities of companies located in Asia. The fund aims to achieve capital appreciation by investing in companies with strong growth potential and solid financial fundamentals. The fund is part of a larger family of DWS funds.,Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWSC.HA,DWS INV.-TOP ASIA LC,EUR,"DWS Invest Top Asia LC is a mutual fund managed by DWS Investment GmbH, investing in equities of companies located in Asia (excluding Japan). It seeks to achieve capital appreciation by selecting companies with strong growth potential and solid financials. The fund is actively managed and diversified.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWSM.HA,DWS I.-GLOB.EM EQTS. LC,EUR,"DWS I.-GLOB.EM EQTS. LC is a fund that invests in global emerging market equities, aiming to provide investors with exposure to the growth potential of developing economies. The fund is managed by DWS, a global asset manager. The specific investment strategy and holdings would need to be verified in the fund's documentation.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWSN.HA,DWS. I.-GLOB.EM EQTS. LD,EUR,"DWS. I.-GLOB.EM EQTS. LD is a fund that invests in global emerging market equities, aiming to provide investors with exposure to the growth potential of developing economies. The fund is managed by DWS, a global asset manager. The specific investment strategy and holdings would need to be verified in the fund's documentation.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWSS.HA,DWS I.-CONVERT. LC,EUR,"DWS I.-CONVERT. LC is a fund that invests in convertible securities. These are bonds or preferred stocks that can be converted into a predetermined amount of the company's common stock. The fund is managed by DWS, aiming to provide a combination of income and capital appreciation.",Alternatives,,DWS Investment,HAN,XHAN,
DWSY.HA,DWS TUERKEI,EUR,"DWS TUERKEI is a fund focused on investments in Turkey. The fund invests in Turkish equities and other securities, aiming to capitalize on the economic growth and investment opportunities within Turkey. The fund is managed by DWS.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWW4.HA,DWS NOMUR.JAP.GROWTH LCHP,EUR,"DWS NOMUR.JAP.GROWTH LCHP is a fund investing in Japanese growth stocks, particularly focusing on large-cap companies. The fund leverages the expertise of Nomura Asset Management in identifying promising growth opportunities within the Japanese market. It is managed by DWS.",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DWW9.HA,DWS EMERGI.MARK. TYP O ND,EUR,"DWS EMERGI.MARK. TYP O ND is a fund investing in emerging markets. This fund invests across a range of emerging market equities and other asset classes, aiming to capture growth opportunities in developing economies. The ""Typ O ND"" refers to a specific share class or fund structure.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWWB.HA,DWS QI LOWVOL EUROPE NC,EUR,"DWS QI LOWVOL EUROPE NC is a fund that employs a quantitative investment strategy to invest in European equities with low volatility characteristics. The fund aims to provide investors with exposure to the European market while mitigating downside risk. It is managed by DWS using its ""QI"" (Quantitative Investment) approach.",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DWWD.HA,DWS BIOTECH LC,EUR,"DWS BIOTECH LC is a fund that invests in the biotechnology sector. The fund invests in companies involved in the research, development, and manufacturing of pharmaceutical and biotechnological products. It is managed by DWS.",Health Care,Growth,DWS Investment,HAN,XHAN,
DWWE.HA,DWS GERMAN EQUITIES TYP O,EUR,"DWS GERMAN EQUITIES TYP O is a fund focused on investing in German equities. The fund invests in a broad range of German stocks, aiming to capture the overall performance of the German equity market. The ""Typ O"" refers to a specific share class or fund structure.",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DWWH.HA,DWS TOP PORTF.OFFENSIV LC,EUR,"DWS TOP PORTF.OFFENSIV LC is an aggressively managed fund. It is a multi-asset fund with a high allocation to equities, pursuing capital appreciation as its primary goal. The fund is managed by DWS.",Alternatives,Blend,DWS Investment,HAN,XHAN,
DWWJ.HA,DWS HEALTH CARE TYP O NC,EUR,"DWS HEALTH CARE TYP O NC is a fund that invests in the healthcare sector, it is a non-currency hedged fund. The fund invests in companies involved in pharmaceuticals, medical devices, healthcare services, and biotechnology. It is managed by DWS, and ""Typ O"" refers to a specific share class or investment strategy.",Health Care,Growth,DWS Investment,HAN,XHAN,
DWWM.HA,DWS RUSSIA  INH.LC,EUR,"DWS RUSSIA INH.LC is a fund that invests in the Russian market. The fund focuses on Russian equities and other securities, aiming to capitalize on the economic growth and investment opportunities in Russia. It is managed by DWS.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWWN.HA,DWS INDIA  LC,EUR,"DWS INDIA LC is a fund that invests in the Indian market. The fund focuses on Indian equities and other securities, aiming to capitalize on the economic growth and investment opportunities within India. It is managed by DWS.",Alternatives,Emerging Markets,DWS Investment,HAN,XHAN,
DWWS.HA,BASLER-INTERNATIONAL DWS,EUR,"BASLER-INTERNATIONAL DWS is a fund, a sub-fund or a specific investment product offered in collaboration between Basler Versicherung (an insurance company) and DWS Investment GmbH (an asset management company). The fund's investment strategy would be tailored to meet the specific needs and risk profile of Basler's clients, typically focused on long-term capital appreciation and/or income generation. The fund invests in global markets through DWS's investment expertise.",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DWWV.HA,DWS CONCEPT DJE GL.AKTIEN,EUR,"DWS Concept DJE Global Aktien is a fund that invests in global equities following a specific investment concept developed in collaboration with DJE Kapital AG. The fund aims to achieve capital appreciation through a diversified portfolio of international stocks. Its management and operations are overseen by DWS Group, headquartered in Frankfurt, Germany.",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DWWW.HA,DWS US GROWTH,EUR,"DWS US Growth is a fund focused on investing in US-based companies with growth potential. The fund's objective is to generate capital appreciation by selecting companies that exhibit strong growth characteristics. DWS Group, based in Frankfurt, Germany, manages the fund.",Alternatives,Growth,DWS Investment,HAN,XHAN,
DWWY.HA,DWS GLOB.NAT.RES.EQ.TYP O,EUR,"DWS Global Natural Resources Equity Typ O is a fund that invests in companies involved in the natural resources sector worldwide. The fund aims to provide investors with exposure to businesses related to energy, mining, agriculture, and other resource-related industries. It is managed by DWS Group, headquartered in Frankfurt, Germany.",Energy,Blend,DWS Investment,HAN,XHAN,
DXQP.HA,DEUTSCH.MITTELST.FDS M EO,EUR,"DEUTSCH.MITTELST.FDS M EO is a fund focused on investing in medium-sized German companies. It could provide capital and support to these businesses, aiming for long-term growth and returns for its investors",Alternatives,,,HAN,XHAN,
DZ72.HA,DWS BALANCE,EUR,"DWS BALANCE is a balanced mutual fund managed by DWS, Deutsche Bank's asset management arm. The fund typically invests in a mix of stocks and bonds, aiming to provide investors with a balance between growth potential and capital preservation",Alternatives,Blend,DWS Investment,HAN,XHAN,
DZ7A.HA,DWS FINANCIALS TYP O ND,EUR,"DWS FINANCIALS TYP O ND is a mutual fund managed by DWS, Deutsche Bank's asset management division, that invests primarily in financial sector companies. The fund seeks to achieve capital appreciation by focusing on companies within the financials industry, across different geographies",Alternatives,Developed Markets,DWS Investment,HAN,XHAN,
DZ7C.HA,BASLER-RENTENFONDS DWS,EUR,"BASLER-RENTENFONDS DWS is a bond fund managed by DWS in collaboration with Basler Versicherung, an insurance company. The fund invests in a diversified portfolio of fixed-income securities to generate income and preserve capital for its investors",Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
DZ7F.HA,LOEWEN-AKTIENFONDS,EUR,"LOEWEN-AKTIENFONDS is an equity fund focused on investing in stocks, possibly with a specific regional or thematic focus. The fund aims to achieve capital appreciation for its investors through investments in a diversified portfolio of equities",Alternatives,Developed Markets,,HAN,XHAN,
DZ7I.HA,DWS VORSORGE AS (DYNAMIK),EUR,"DWS VORSORGE AS (DYNAMIK) is a fund managed by DWS that focuses on providing investment solutions for retirement savings, emphasizing dynamic asset allocation. The fund adjusts its asset allocation based on market conditions and investor risk tolerance to achieve long-term capital growth",Alternatives,Blend,DWS Investment,HAN,XHAN,
DZ7J.HA,DWS INTERNAT.RENT.TYP NC,EUR,DWS INTERNAT.RENT.TYP NC is an international bond fund managed by DWS. The fund focuses on investing in a diversified portfolio of bonds from various countries. The fund aims to generate income and capital appreciation by actively managing its bond portfolio across different regions and sectors.,Fixed Income,Corporate Bonds,DWS Investment,HAN,XHAN,
