symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
AGNG.MX,Global X Funds - Global X Aging Population ETF,MXN,"Global X Funds - Global X Aging Population ETF seeks to invest in companies that are positioned to benefit from the demographic trends associated with an aging global population. The fund targets sectors such as healthcare, senior housing, assisted living facilities, and pharmaceuticals. Global X Funds, a New York-based ETF provider, manages the fund.",,Developed Markets,,MEX,XMEX,
AIA.MX,iShares Trust - iShares Asia 50 ETF,MXN,"iShares Asia 50 ETF tracks an index composed of 50 of the largest companies in Asia excluding Japan, providing exposure to the region's economic growth. The ETF is managed by BlackRock and offers investors a convenient way to access a diversified portfolio of Asian equities. BlackRock is headquartered in New York, NY.",Financials,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
AIQ.MX,Global X Funds - Global X Artificial Intelligence & Technology ETF,MXN,Global X Artificial Intelligence & Technology ETF invests in companies that stand to benefit from the further development and utilization of artificial intelligence. It aims to provide investment results that correspond generally to the price and yield performance of the Global X Artificial Intelligence & Technology Index. Global X Funds is based in New York City.,Information Technology,,Global X Funds,MEX,XMEX,
AMLP.MX,ALPS ETF Trust - Alerian MLP ETF,MXN,"The Alerian MLP ETF is an exchange-traded fund that focuses on investing in master limited partnerships (MLPs) in the energy infrastructure sector. The ETF aims to provide investors with exposure to MLPs involved in the transportation, storage, and processing of energy commodities. ALPS ETF Trust manages this ETF, headquartered in Denver, Colorado.",,,,MEX,XMEX,
ANGL.MX,VanEck Vectors ETF Trust - VanEck Vectors Fallen Angel High Yield Bond ETF,MXN,"The VanEck Vectors Fallen Angel High Yield Bond ETF is an exchange-traded fund that invests in U.S. dollar-denominated high yield bonds that were initially rated investment grade but have since been downgraded to below investment grade. The fund provides exposure to a portfolio of ""fallen angel"" bonds, which may offer attractive yields and potential for capital appreciation. VanEck is the investment manager, headquartered in New York.",Fixed Income,High Yield Bonds,VanEck Asset Management,MEX,XMEX,
ASHR.MX,Xtrackers Harvest CSI 300 China A-Shares ETF,MXN,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the CSI 300 Index.
 The fund will normally invest at least 80% of its total assets in securities of issuers that comprise the underlying index. The underlying index is designed to reflect the price fluctuation and performance of the China A-Share market and is composed of the 300 largest and most liquid stocks in the China A-Share market. The underlying index includes small-cap, mid-cap, and large-cap stocks.",Equities,,Xtrackers,MEX,XMEX,
AUEMN.MX,Amundi Index Solutions - Amundi MSCI Emerging Markets,MXN,Amundi Index Solutions - Amundi MSCI Emerging Markets is an exchange-traded fund (ETF) that tracks the MSCI Emerging Markets Index. The ETF provides investors with exposure to a broad range of companies in emerging market countries. It is managed by Amundi Index Solutions.,Real Estate,Emerging Markets,Amundi Asset Management,MEX,XMEX,
BBAX.MX,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan BetaBuilders Developed Asia ex-Japan ETF,MXN,"The JPMorgan BetaBuilders Developed Asia ex-Japan ETF is an exchange-traded fund. It aims to track the performance of an index composed of developed Asia ex-Japan equities. The fund provides investors with exposure to the equity markets of developed Asian countries, excluding Japan, and is managed by J.P. Morgan in the United States.",,Emerging Markets,JPMorgan Asset Management,MEX,XMEX,
BBILN.MX,JPMORGAN ETFS (IRELAND) ICAV BE,MXN,"JPMORGAN ETFS (IRELAND) ICAV BE is an exchange-traded fund. It is part of the JPMorgan ETFs (Ireland) ICAV range, offering investors exposure to a specific market or investment strategy. The fund is managed by JPMorgan Asset Management in Ireland.",,,JPMorgan Asset Management,MEX,XMEX,
BBIN.MX,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan BetaBuilders International Equity ETF,MXN,"The JPMorgan BetaBuilders International Equity ETF is an exchange-traded fund. It aims to track the performance of an index composed of international equities, excluding the US. The fund provides investors with exposure to a broad range of developed and emerging market equities and is managed by J.P. Morgan in the United States.",,Developed Markets,JPMorgan Asset Management,MEX,XMEX,
BBJP.MX,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan BetaBuilders Japan ETF,MXN,The JPMorgan BetaBuilders Japan ETF is an exchange-traded fund. It is designed to track the performance of an index composed of Japanese equities. The fund offers investors exposure to the Japanese stock market and is managed by J.P. Morgan in the United States.,Equities,Developed Markets,JPMorgan Asset Management,MEX,XMEX,
BBUS.MX,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan BetaBuilders U.S. Equity ETF,MXN,The JPMorgan BetaBuilders U.S. Equity ETF is an exchange-traded fund. It aims to track the performance of an index composed of U.S. equities. The fund offers investors exposure to the broad U.S. stock market and is managed by J.P. Morgan in the United States.,Equities,Large Cap,JPMorgan Asset Management,MEX,XMEX,
BBUSAN.MX,JPMorgan ETFs Ireland ICAV - BetaBuilders US Equity UCITS ETF,MXN,JPMorgan ETFs Ireland ICAV - BetaBuilders US Equity UCITS ETF is an exchange-traded fund. It seeks to track the performance of an index composed of US equities. The ETF is managed by JPMorgan Asset Management and domiciled in Ireland.,Equities,Developed Markets,JPMorgan Asset Management,MEX,XMEX,IE00BJK9H753
BFIT.MX,Global X Funds - Global X Health & Wellness Thematic ETF,MXN,"Global X Health & Wellness Thematic ETF seeks to invest in companies positioned to benefit from increased demand for products and services related to health and wellness. This includes companies involved in areas such as preventative care, fitness, nutrition, and well-being. The fund is managed by Global X Funds and provides exposure to a broad range of companies involved in these growing sectors.",Health Care,,Global X Funds,MEX,XMEX,
BIL.MX,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,MXN,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays 1-3 Month U.S. Treasury Bill Index.
 The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index measures the performance of public obligations of the U.S. Treasury that have a remaining maturity of greater than or equal to 1 month and less than 3 months.",Fixed Income,Treasury Bonds,State Street Global Advisors,MEX,XMEX,
BIV.MX,Vanguard Intermediate-Term Bond Index Fund ETF Shares,MXN,"The investment seeks the performance of the Bloomberg Barclays U.S. 5-10 Year Government/Credit Float Adjusted Index.
 Bloomberg Barclays U.S. 5-10 Year Government/Credit Float Adjusted Index includes all medium and larger issues of U.S. government, investment-grade corporate and investment-grade international dollar-denominated bonds that have maturities between 5 and 10 years and are publicly issued. All of its investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX,XMEX,
BKF.MX,iShares MSCI BRIC ETF,MXN,"The investment seeks to track the investment results of the MSCI BRIC Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index that is designed to measure the combined equity market performance in Brazil, Russia, India and China (""BRIC"").",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
BLV.MX,Vanguard Long-Term Bond Index Fund ETF Shares,MXN,"The investment seeks to track the performance of the Bloomberg Barclays U.S. Long Government/Credit Float Adjusted Index.
 Bloomberg Barclays U.S. Long Government/Credit Float Adjusted Index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities of greater than 10 years and are publicly issued. All of its investments will be selected through the sampling process, and at least 80% of the fund&#39;s assets will be invested in bonds held in the index.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX,XMEX,
BND.MX,Vanguard Total Bond Market Index Fund ETF Shares,MXN,"The investment seeks the performance of Bloomberg Barclays U.S. Aggregate Float Adjusted Index.
 Bloomberg Barclays U.S. Aggregate Float Adjusted Index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of its investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX,XMEX,
BNDW.MX,Vanguard Scottsdale Funds - Vanguard Total World Bond ETF,MXN,"Vanguard Total World Bond ETF is an exchange-traded fund managed by Vanguard. It seeks to track the performance of a broad, market-weighted index of global investment-grade bonds. The ETF provides diversified exposure to bonds issued by governments, corporations, and international agencies, offering a convenient way to invest in the global bond market.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX,XMEX,
BNDX.MX,Vanguard Total International Bond Index Fund ETF Shares,MXN,"The investment seeks to track the performance of a benchmark index that measures the investment return of non-U.S. dollar-denominated investment-grade bonds.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays Global Aggregate ex-USD Float Adjusted RIC Capped Index (USD Hedged). This index provides a broad-based measure of the global, investment-grade, fixed-rate debt markets. It is non-diversified.",Fixed Income,Investment Grade Bonds,Vanguard Asset Management,MEX,XMEX,
BOTZ.MX,Global X Funds - Global X Robotics & Artificial Intelligence ETF,MXN,"Global X Robotics & Artificial Intelligence ETF seeks to invest in companies that stand to benefit from increased adoption and utilization of robotics and artificial intelligence (AI). The ETF provides exposure to companies involved in industrial robotics and automation, non-industrial robots, and AI. Global X Funds manages the fund, focusing on thematic investing in innovative technologies.",Industrials,,Global X Funds,MEX,XMEX,
BRF.MX,VanEck Vectors Brazil Small-Cap ETF,MXN,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® Brazil Small-Cap Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes securities of Brazilian small-capitalization companies. A company is generally considered to be a Brazilian company if it is incorporated in Brazil or is incorporated outside of Brazil but has at least 50% of its revenues/related assets in Brazil.",Financials,Small Cap,VanEck Asset Management,MEX,XMEX,
BRNTN.MX,ETFS Commodity Securities Limited - ETFS Brent Crude,MXN,"ETFS Commodity Securities Limited - ETFS Brent Crude is an exchange-traded commodity (ETC) that tracks the performance of the Brent Crude oil benchmark. The ETC is designed to provide investors with exposure to the price movements of Brent Crude oil. It is structured as a debt security, not an equity, and its value is linked to the price of the underlying commodity.",Commodities,,,MEX,XMEX,
BRZU.MX,Direxion Shares ETF Trust - Direxion Daily MSCI Brazil Bull 2X Shares,MXN,"Direxion Daily MSCI Brazil Bull 2X Shares is an exchange-traded fund seeking daily investment results, before fees and expenses, of 200% of the performance of the MSCI Brazil Index. The fund uses financial instruments such as swaps, futures contracts, and repurchase agreements to pursue its daily investment objective. Due to the compounding effect of daily returns, the fund's long-term returns could differ significantly from the index.",Financials,Emerging Markets,Direxion Funds,MEX,XMEX,
BSV.MX,Vanguard Short-Term Bond Index Fund ETF Shares,MXN,"The investment seeks to track the performance of Bloomberg Barclays U.S. 1-5 Year Government/Credit Float Adjusted Index.
 Bloomberg Barclays U.S. 1-5 Year Government/Credit Float Adjusted Index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities between 1 and 5 years and are publicly issued. All of its investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",Fixed Income,Corporate Bonds,Vanguard Asset Management,MEX,XMEX,
BTEC.MX,Principal Exchange-Traded Funds - Principal Healthcare Innovators Index ETF,MXN,The Principal Healthcare Innovators Index ETF seeks to track the performance of an index that focuses on companies involved in healthcare innovation. The ETF is listed on the Mexican Stock Exchange (Bolsa Mexicana de Valores). It aims to provide investors with exposure to companies that are driving advancements in the healthcare sector.,Health Care,Mid Cap,Principal Funds,MEX,XMEX,
BTEC1N.MX,ISHARES IV PLC NASDAQ US BIOTEC,MXN,This is an iShares ETF tracking the NASDAQ US Biotechnology index. It gives investors exposure to biotechnology companies listed on the NASDAQ in the United States. iShares is a provider of exchange traded funds.,Health Care,Mid Cap,BlackRock Asset Management,MEX,XMEX,
BUG.MX,Global X Funds - Global X Cybersecurity ETF,MXN,"The Global X Cybersecurity ETF seeks to invest in companies that are positioned to benefit from the increased adoption of cybersecurity technology. This ETF trades on the Mexican Stock Exchange (Bolsa Mexicana de Valores). The fund provides exposure to companies involved in areas like cybersecurity hardware, software, and services.",Information Technology,,Global X Funds,MEX,XMEX,
CANAN.MX,UBS ETF SICAV - MSCI Canada UCITS ETF,MXN,"UBS ETF SICAV - MSCI Canada UCITS ETF is an exchange-traded fund (ETF) that aims to track the performance of the MSCI Canada Index. The fund provides investors with exposure to a broad range of Canadian equities. UBS is based in Zurich, Switzerland.",Financials,Developed Markets,UBS Asset Management,MEX,XMEX,
CARZ.MX,First Trust Exchange-Traded Fund II - First Trust NASDAQ Global Auto Index Fund,MXN,"First Trust Exchange-Traded Fund II - First Trust NASDAQ Global Auto Index Fund is an ETF designed to track the performance of the NASDAQ Global Auto Index. The fund offers exposure to companies involved in the automotive industry worldwide, including manufacturers and suppliers. First Trust is based in Wheaton, Illinois, USA.",Consumer Discretionary,,First Trust Advisors,MEX,XMEX,
CATH.MX,GLOBAL X FDS GLOBAL X S&P 500 C,MXN,GLOBAL X FDS GLOBAL X S&P 500 C is an ETF designed to replicate the performance of the S&P 500 index. This fund provides exposure to the 500 largest publicly traded companies in the United States. Global X ETFs is headquartered in New York.,Financials,Large Cap,Global X Funds,MEX,XMEX,
CBU0N.MX,iShares VII Public Limited Company - iShares $ Treasury Bond 7-10yr UCITS ETF USD (Acc),MXN,"The iShares VII Public Limited Company - iShares $ Treasury Bond 7-10yr UCITS ETF USD (Acc) is an exchange-traded fund (ETF) designed to track the performance of an index composed of US Treasury bonds with maturities between 7 and 10 years. The ETF provides exposure to the intermediate-term US government bond market. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Fixed Income,Treasury Bonds,BlackRock Asset Management,MEX,XMEX,
CBU3N.MX,iShares VII plc - iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc) B,MXN,"The iShares VII plc - iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc) B is an exchange-traded fund (ETF) seeking to track the performance of an index composed of US Treasury bonds with maturities between 1 and 3 years. The ETF offers exposure to the short-term US government bond market and accumulates income within the fund. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Fixed Income,Treasury Bonds,BlackRock Asset Management,MEX,XMEX,
CBU7N.MX,iShares VII Public Limited Company - iShares $ Treasury Bond 3-7yr UCITS ETF,MXN,"The iShares VII Public Limited Company - iShares $ Treasury Bond 3-7yr UCITS ETF is an exchange-traded fund (ETF) designed to track the performance of an index composed of US Treasury bonds with maturities between 3 and 7 years. It provides exposure to the intermediate-term US government bond market. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Fixed Income,Treasury Bonds,BlackRock Asset Management,MEX,XMEX,
CCAUN.MX,iShares VII Public Limited Company - iShares MSCI Canada UCITS ETF,MXN,"The iShares VII Public Limited Company - iShares MSCI Canada UCITS ETF is an exchange-traded fund (ETF) designed to track the performance of the MSCI Canada Index. It provides exposure to large and mid-sized companies in Canada. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Information Technology,Developed Markets,BlackRock Asset Management,MEX,XMEX,
CDISN.MX,SSGA SPDR ETFS EUROPE II PLC MS,MXN,The SSGA SPDR ETFS EUROPE II PLC MS is an exchange-traded fund (ETF). ,,,State Street Global Advisors,MEX,XMEX,
CEMAN.MX,iShares VII Public Limited Company - iShares MSCI EM Asia UCITS ETF,MXN,"The iShares VII Public Limited Company - iShares MSCI EM Asia UCITS ETF is an exchange-traded fund (ETF) designed to track the performance of the MSCI Emerging Markets Asia Index. The index represents large and mid-cap companies across emerging markets in Asia. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
CEMGN.MX,iShares V Public Limited Company - iShares MSCI EM Consumer Growth UCITS ETF,MXN,"The iShares V Public Limited Company - iShares MSCI EM Consumer Growth UCITS ETF aims to track the performance of an index composed of companies in emerging markets that are expected to experience strong consumer growth. The ETF offers exposure to the emerging market consumer sector. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
CEMQN.MX,iShares IV Public Limited Company - iShares Edge MSCI Europe Quality Factor UCITS ETF,MXN,"The iShares IV Public Limited Company - iShares Edge MSCI Europe Quality Factor UCITS ETF seeks to track the performance of the MSCI Europe Sector Neutral Quality Index. This index is designed to represent the performance of quality growth stocks in Europe. iShares is a provider of ETFs managed by BlackRock, headquartered in New York City.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
CEMRN.MX,iShares IV Public Limited Company - iShares Edge MSCI Europe Momentum Factor UCITS ETF,MXN,"The iShares Edge MSCI Europe Momentum Factor UCITS ETF is an exchange-traded fund incorporated in Ireland. The ETF seeks to track the performance of the MSCI Europe Momentum Factor Index, which aims to represent the performance of stocks exhibiting relatively higher momentum characteristics in Europe. The fund gives investors exposure to a specific segment of the European equity market based on the momentum factor, providing a tool for implementing factor-based investment strategies.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
CEMTN.MX,iShares IV Public Limited Company - iShares Edge MSCI Europe Size Factor UCITS ETF,MXN,"The iShares Edge MSCI Europe Size Factor UCITS ETF is an exchange-traded fund incorporated in Ireland. The ETF aims to track the investment results of the MSCI Europe Small Cap Index, representing small-capitalization companies in developed markets in Europe. It provides investors with exposure to a specific segment of the European equity market based on company size, offering a tool for implementing factor-based investment strategies focused on smaller companies.",Equities,Small Cap,BlackRock Asset Management,MEX,XMEX,
CETETRCISHRS.MX,iShares S&P/Valmer Mexico CETETRAC,MXN,"The iShares S&P/Valmer Mexico CETETRAC is an exchange traded fund that tracks the performance of short-term Mexican government bonds. It provides investors with exposure to the Mexican fixed income market, specifically CETES (Treasury Certificates), which are short-term, zero-coupon instruments issued by the Mexican government. The fund offers a way to invest in Mexican government debt with a focus on short-term maturities.",Fixed Income,Government Bonds,BlackRock Asset Management,MEX,XMEX,
CEU2N.MX,Amundi Index Solutions - Amundi Index MSCI Europe,MXN,The Amundi Index Solutions - Amundi Index MSCI Europe is a fund that aims to replicate the performance of the MSCI Europe Index. The MSCI Europe Index represents large and mid-cap equities across developed countries in Europe. The fund provides investors with diversified exposure to the European equity market through a passive investment strategy.,,Developed Markets,Amundi Asset Management,MEX,XMEX,
CEU3N.MX,Amundi Index Solutions - Amundi MSCI Europe,MXN,The Amundi Index Solutions - Amundi Index MSCI Europe is a fund that aims to replicate the performance of the MSCI Europe Index. The MSCI Europe Index represents large and mid-cap equities across developed countries in Europe. The fund provides investors with diversified exposure to the European equity market through a passive investment strategy.,,Developed Markets,Amundi Asset Management,MEX,XMEX,
CEUXN.MX,iShares VII plc - iShares Core MSCI EMU UCITS ETF,MXN,The iShares Core MSCI EMU UCITS ETF is an exchange-traded fund incorporated in Ireland that seeks to track the performance of the MSCI EMU Index. The index is designed to represent the performance of large and mid-cap equities in the Economic and Monetary Union (EMU) countries. It provides investors with broad exposure to the Eurozone equity market through a diversified and passively managed fund.,,Developed Markets,BlackRock Asset Management,MEX,XMEX,IE00B53QG562
CHAU.MX,Direxion Shares ETF Trust - Direxion Daily CSI 300 China A Share Bull 2X Shares,MXN,"Direxion Shares ETF Trust - Direxion Daily CSI 300 China A Share Bull 2X Shares is an exchange-traded fund (ETF) that seeks daily investment results, before fees and expenses, of 200% (2x) of the performance of the CSI 300 Index, which represents the 300 largest and most liquid A-share stocks in the Chinese stock market. This leveraged ETF provides magnified exposure to the Chinese A-share market. Direxion is headquartered in Newton, Massachusetts, USA.",Derivatives,,Direxion Funds,MEX,XMEX,
CHIC.MX,Global X Funds - Global X MSCI China Communication Services ETF,MXN,"Global X Funds - Global X MSCI China Communication Services ETF is an exchange-traded fund (ETF) that invests in companies in the communication services sector in China, as defined by the MSCI China Communication Services Index. The fund provides exposure to Chinese companies involved in telecommunications, media, and entertainment. Global X Funds is headquartered in New York, USA.",Communication Services,Emerging Markets,Global X Funds,MEX,XMEX,
CHIK.MX,Global X Funds - Global X MSCI China Information Technology ETF,MXN,"Global X Funds - Global X MSCI China Information Technology ETF is an exchange-traded fund (ETF) that invests in companies in the information technology sector in China, as defined by the MSCI China Information Technology Index. The fund provides exposure to Chinese companies involved in software, hardware, and other IT services. Global X Funds is headquartered in New York, USA.",Information Technology,Emerging Markets,Global X Funds,MEX,XMEX,
CHIL.MX,Global X Funds - Global X MSCI China Large-Cap 50 ETF,MXN,"Global X Funds - Global X MSCI China Large-Cap 50 ETF is an exchange-traded fund (ETF) that invests in the 50 largest companies in China, as defined by the MSCI China Large Cap 50 Index. The fund provides exposure to the leading companies in the Chinese market. Global X Funds is headquartered in New York, USA.",,Emerging Markets,Global X Funds,MEX,XMEX,
CHIQ.MX,Global X Funds - Global X MSCI China Consumer Discretionary ETF,MXN,"Global X Funds - Global X MSCI China Consumer Discretionary ETF is an exchange-traded fund (ETF) that invests in companies in the consumer discretionary sector in China, as defined by the MSCI China Consumer Discretionary Index. The fund provides exposure to Chinese companies involved in retail, entertainment, and other discretionary spending activities. Global X Funds is headquartered in New York, USA.",Consumer Discretionary,Emerging Markets,Global X Funds,MEX,XMEX,
CIBR.MX,First Trust Exchange-Traded Fund II - First Trust NASDAQ Cybersecurity ETF,MXN,"First Trust Exchange-Traded Fund II - First Trust NASDAQ Cybersecurity ETF is an exchange-traded fund (ETF) that invests in companies involved in the cybersecurity industry, tracking the Nasdaq CTA Cybersecurity Index. The ETF aims to provide exposure to companies developing and marketing cybersecurity products and services. First Trust is headquartered in Wheaton, Illinois, USA.",Information Technology,,First Trust Advisors,MEX,XMEX,
CIBRUN.MX,First Trust Global Funds PLC - First Trust Nasdaq Cybersecurity UCITS ETF,MXN,"First Trust Global Funds PLC - First Trust Nasdaq Cybersecurity UCITS ETF is an exchange-traded fund (ETF) that invests in companies involved in the cybersecurity industry, tracking the Nasdaq CTA Cybersecurity Index and adhering to UCITS regulations. The ETF aims to provide exposure to companies developing and marketing cybersecurity products and services. First Trust is headquartered in Wheaton, Illinois, USA.",Information Technology,,First Trust Advisors,MEX,XMEX,
CJPUN.MX,iShares VII Public Limited Company - iShares MSCI Japan UCITS ETF USD (Acc),MXN,"iShares VII Public Limited Company - iShares MSCI Japan UCITS ETF USD (Acc) is an exchange-traded fund (ETF) managed by iShares that tracks the MSCI Japan index and adheres to UCITS regulations. The ETF provides exposure to the Japanese equity market and accumulates income within the fund. iShares is a brand of BlackRock, headquartered in New York, USA.",Financials,,BlackRock Asset Management,MEX,XMEX,
CLOU.MX,Global X Funds - Global X Cloud Computing ETF,MXN,"Global X Funds - Global X Cloud Computing ETF is an exchange-traded fund (ETF) that invests in companies involved in the cloud computing industry, providing exposure to companies that offer software-as-a-service, platform-as-a-service, infrastructure-as-a-service, and other cloud-related services. The ETF aims to capture the growth potential of the cloud computing sector. Global X Funds is headquartered in New York, USA.",Information Technology,,Global X Funds,MEX,XMEX,
CNDXN.MX,iShares VII Public Limited Company -  iShares NASDAQ 100 UCITS ETF,MXN,"iShares VII Public Limited Company - iShares NASDAQ 100 UCITS ETF is an exchange traded fund (ETF) managed by BlackRock. The ETF seeks to track the investment results of the NASDAQ 100 index, composed of 100 of the largest non-financial companies listed on the NASDAQ stock exchange, providing exposure to leading technology and growth companies. The ETF is domiciled in Ireland.",Information Technology,Large Cap,BlackRock Asset Management,MEX,XMEX,
CNRG.MX,SPDR SERIES TRUST S&P KENSHO CL,MXN,"SPDR SERIES TRUST S&P KENSHO CL aims to track the performance of the S&P Kensho Clean Power Index, reflecting the performance of companies focused on clean energy. It is an Exchange Traded Fund (ETF) providing investors access to companies in sectors such as solar, wind and other renewable energy. SPDR Series Trust is a unit investment trust based in the United States.",Energy,,State Street Global Advisors,MEX,XMEX,
CNYAN.MX,iShares IV Public Limited Company - iShares MSCI China A UCITS ETF,MXN,"iShares IV Public Limited Company - iShares MSCI China A UCITS ETF is an exchange-traded fund that aims to track the performance of the MSCI China A Index, offering exposure to Chinese A-shares. The ETF is domiciled in Ireland. BlackRock manages the fund, utilizing a representative sampling strategy to replicate the index.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
