symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
AUT.PA,Lyxor Index Fund - Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF Acc,EUR,"The investment objective of Lyxor Index Fund - Lyxor Stoxx Europe 600 Automobiles & Parts UCITS ETF (the âSubFundâ)
is to track the upward and the downward evolution of the StoxxÂ® Europe 600 Automobiles & Parts Net Total
Return index (the âIndexâ) denominated in Euros and representative of the performance of shares in large companies in
the automobile and auto parts sector in European countries, while minimising the volatility of the difference between the
return of the Sub-Fund and the return of the Index.
The anticipated level of the Tracking error under normal market conditions is expected to be 0.50%.",Consumer Discretionary,,Lyxor International Asset Management,PAR,XPAR,LU1834983394
AWAT.PA,Lyxor PEA Eau (World Water) UCITS ETF Capi,EUR,"The Lyxor PEA Eau (World Water) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index World Water cw Total Return Index.The World Water cw Total Return Index is a market cap weighted index with a cap of 10% (i.e no stock can weight more than 10% in the benchmark) reflecting the 20 largest companies operating in the fields of water utilities, water infrastructure and water treatment. The index is calculated by Dow Jones Indexes and compiled by SAM (Sustainable Asset Management), rebalanced every quarter with an index review every six months. More information on www.sgindex.comLyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",,,Lyxor International Asset Management,PAR,XPAR,FR0011882364
BAB2.PA,LS 2X ALIBABA,EUR,,,,,PAR,XPAR,
BABS.PA,LS -1X ALIBABA,EUR,,,,,PAR,XPAR,
BINFU.PA,Amundi Index Breakeven Inflation USD 10Y UCITS ETF DR,USD,"To track the performance of iBoxx USD 10-Year Breakeven Inflation (Futures) Index (the ""Index""), and to minimize the tracking error between the net asset value of the sub-fund and the performance of the Index.",Fixed Income,,Amundi Asset Management,PAR,XPAR,LU2037750168
BLUE.PA,BNP Paribas Easy - ECPI Global ESG Blue Economy,EUR,"BNP Paribas Easy - ECPI Global ESG Blue Economy is an exchange-traded fund (ETF) that aims to track the performance of an index composed of companies contributing to the ""Blue Economy"" while meeting specific ESG (Environmental, Social, and Governance) criteria. The Blue Economy refers to sustainable use of ocean resources for economic growth, improved livelihoods, and jobs. BNP Paribas Asset Management manages the fund, focusing on responsible investing.",Equities,Emerging Markets,BNP Paribas Asset Management,PAR,XPAR,
BNK.PA,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc,EUR,"The investment objective of Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF (the âSub-Fundâ) is to
track the upward and the downward evolution of the STOXXÂ® Europe 600 Banks Net Total Return index (the âIndexâ)
denominated in Euros and representative of the performance of shares in large companies in the banking sector in
European countries, while minimising the volatility of the difference between the return of the Sub-Fund and the return of
the Index.",Financials,,Lyxor International Asset Management,PAR,XPAR,LU1834983477
BNKE.PA,Lyxor EURO STOXX Banks UCITS ETF P Acc,EUR,The objective of the Sub-Fund is to track both the upward and the downward evolution of the Index.,Financials,,Lyxor International Asset Management,PAR,XPAR,LU1829219390
BRE.PA,Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF Acc,EUR,"The investment objective of Lyxor Index Fund â Lyxor Stoxx Europe 600 Basic Resources UCITS ETF (the âSubFundâ)
is to track the upward and the downward evolution of the STOXXÂ® Europe 600 Basic Resources Net Total Return
index (the âIndexâ) denominated in Euros and representative of the performance of large European companies in the
basic resources sector, while minimising the volatility of the difference between the return of the Sub-Fund and the return
of the Index.",Materials,,Lyxor International Asset Management,PAR,XPAR,LU1834983550
BRZ.PA,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,USD,"The objective of this Sub-Fund is to track the performance of MSCI Brazil Index (the ""Index""), and to minimize the tracking error between the net asset value of the sub-fund and the performance of the Index.",Financials,Emerging Markets,Amundi Asset Management,PAR,XPAR,LU1437024992
BSX.PA,Lyxor Euro Stoxx 50 Daily (-1x) Inverse UCITS ETF Acc,EUR,"The Lyxor EURO STOXX 50 Daily (-1x) Inverse UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index EURO STOXX 50 Short Return Index.The EURO STOXX 50 Short Return Index is linked to the performance of the EURO STOXX 50 Index in an inverse way - a positive development of the EURO STOXX 50 Index will result in a negative change of the same amplitude in the EURO STOXX 50 Daily Short Index and vice versa. I.e. if the underlying EURO STOXX 50 Index is down 2%, the EURO STOXX 50 Short Return Index is up 2% and vice versa plus interest earned on the investment (EONIA). Additionally the EURO STOXX 50 Short Return Index includes the cost of borrowing on a monthly basis. More information available on www.stoxx.comLyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Derivatives,,Lyxor International Asset Management,PAR,XPAR,FR0010424135
BTPL.PA,Lyxor BTP Daily (2x) Leveraged UCITS ETF Acc,EUR,"The Lyxor BTP Daily (2x) Leveraged UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index SGI Daily Leveraged BTP.The SGI Daily Leveraged BTP aims to reflect a leveraged exposure with a multiple of 2 (positive or negative) to the daily performance of the Italian Long Term Bond Market while avoiding the costs linked to the use of cash instruments. The complete construction methodology for the index is available on www.sgindex.com.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Derivatives,Government Bonds,Lyxor International Asset Management,PAR,XPAR,FR0011023639
BTPS.PA,Lyxor BTP Daily (-2x) Inverse UCITS ETF Acc,EUR,"The Lyxor BTP Daily (-2x) Inverse UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index SGI Daily Dble Short BTP.The SGI Daily Dble Short BTP aims to reflect an inverse exposure leveraged to a multiple of 2 (positive or negative) to the daily performance of the Italian Long Term Bond Market while avoiding the costs linked to the use of cash instruments. The complete construction methodology for the index is available on www.sgindex.com.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Derivatives,Government Bonds,Lyxor International Asset Management,PAR,XPAR,FR0011023621
BUNS.PA,Lyxor Bund Future Daily (-1x) Inverse UCITS ETF,EUR,"The fund is an exchange-traded fund linked to the performance of the Commerzbank Bund-Future Strategie Short TR (Total Return, TR). All fund income is reinvested and hence increases the performance of the ETF.",Derivatives,Government Bonds,Lyxor International Asset Management,PAR,XPAR,
BUYB.PA,Invesco Global Buyback Achievers UCITS ETF,EUR,"The investment objective of the Fund is to provide investors with investment results which, before expenses, correspond to the price and yield performance of the Index.",Financials,Developed Markets,Invesco Investment Management,PAR,XPAR,IE00BLSNMW37
BX4.PA,Lyxor CAC 40 Daily (-2x) Inverse UCITS ETF Acc,EUR,"The Lyxor CAC 40 Daily (-2x) Inverse UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index CAC 40 Double Short Gross Return.The CAC 40 Double Short Gross Return tracks the performance of a strategy that combines a double inverse exposure to the CAC 40 GR with the exposure to a risk-free money market instrument. CAC 40 Double Short Gross Return reflects a strategy that yields, on a daily basis, the double inverse performance of the CAC 40 GR.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Derivatives,Developed Markets,Lyxor International Asset Management,PAR,XPAR,FR0010411884
BXX.PA,Lyxor Euro Stoxx 50 Daily (-2x) Inverse UCITS ETF Acc,EUR,"The Lyxor EURO STOXX 50 Daily (-2x) Inverse UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index EURO STOXX 50 Double Short Index.The EURO STOXX 50 Double Short Index is linked to the performance of the EURO STOXX 50 Index in an inverse way - a positive development of the EURO STOXX 50 Index will result in a negative change with a leveraged ratio of 2 in the EURO STOXX 50 Double Short Index and vice versa.I.e. if the underlying EURO STOXX 50 Index is down 2%, the EURO STOXX 50 Double Short index is up 4% and vice versa, plus interest (EONIA: for daily calculation - EURIBOR: for monthly calculation) earned on the investment. The index includes the cost of borrowing on a monthly basis.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Derivatives,Developed Markets,Lyxor International Asset Management,PAR,XPAR,FR0010424143
BYBE.PA,Amundi Index Solutions - Amundi S&P 500 Buyback ETF-C EUR,EUR,"To track the performance of S&P 500 Buyback Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",Financials,Developed Markets,Amundi Asset Management,PAR,XPAR,LU1681048127
BYBU.PA,Amundi Index Solutions - Amundi S&P 500 Buyback ETF-C USD,USD,"To track the performance of S&P 500 Buyback Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index.",Financials,Developed Markets,Amundi Asset Management,PAR,XPAR,LU1681048127
C10.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade10-15 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 10 and 15 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754143
C13.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade 1-3 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 1 and 3 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754135
C1U.PA,Amundi MSCI UK IMI SRI UCITS ETF DR - EUR,EUR,"To track the performance of FTSE 100 Index, and to minimize the tracking error between the net asset value of the sub-fund and the performance of the Index.",Financials,Developed Markets,Amundi Asset Management,PAR,XPAR,LU1437025296
C2U.PA,Amundi ETF Short MSCI USA Daily UCITS ETF,EUR,"The investment seeks to track the price and yield performance, before fee and expenses of the MSCI USA Short Daily Strategy index. The index monitors the performance of a strategy which involves reversing its exposure to the MSCI USA index (gross return) through a combination of a short position on the MSCI USA index gross return and exposure to a risk-free monetary instrument. As a result, it offers a reverse exposure, upwards or downwards, to the variations registered by the MSCI USA index.",Alternatives,Developed Markets,Amundi Asset Management,PAR,XPAR,
C33.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF DR,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade 3-5 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 3 and 5 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754168
C3M.PA,Amundi ETF Govies 0-6 Months EuroMTS Investment Grade UCITS ETF DR,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Eurozone Government Bill index. The index is a representative of the market: they are calculated using the prices actually traded on the MTS trading platform, Europeâs largest electronic marketplace for bond quotes and trading.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754200
C40.PA,Amundi Index Solutions - Amundi CAC 40 UCITS ETF-C,EUR,"To track the performance of CAC 40 Index (the ""Index""), and to minimize the tracking error between the net asset value of the sub-fund and the performance of the Index.",Financials,Large Cap,Amundi Asset Management,PAR,XPAR,LU1681046931
C4D.PA,Amundi Index Solutions - Amundi CAC 40 UCITS ETF-D,EUR,"To track the performance of CAC 40 Index (the ""Index""), and to minimize the tracking error between the net asset value of the sub-fund and the performance of the Index.",Financials,Large Cap,Amundi Asset Management,PAR,XPAR,LU1681047079
C4S.PA,Amundi ETF Short CAC 40 Daily UCITS ETF,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the CAC 40 Short strategy index. The index monitors the performance of a strategy which involves reversing its exposure to the CAC 40 index through a combination of a short position on the CAC 40 index net return and exposure to a risk-free monetary instrument. As a result, it offers a reverse exposure, upwards or downwards, to the variations registered by the CAC 40 index. The CAC 40 index is a float-adjusted capitalisation-weighted measure of the performance of 40 securities listed on the Euronext Paris regulated market. The CAC 40 is the benchmark index of the Paris Stock Exchange.",Derivatives,Large Cap,Amundi Asset Management,PAR,XPAR,
C50.PA,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C EUR,EUR,"To track the performance of EURO STOXX 50 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index",Financials,Large Cap,Amundi Asset Management,PAR,XPAR,LU1681047236
C50U.PA,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C USD,USD,"To track the performance of EURO STOXX 50 Index, and to minimize the
tracking error between the net asset value of the sub-fund and the
performance of the Index",Financials,Large Cap,Amundi Asset Management,PAR,XPAR,LU1681047236
C53.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF DR C,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade 5-7 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 5 and 7 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754176
C53D.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF DR D,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade 5-7 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 5 and 7 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,
C5E.PA,Amundi ETF Stoxx Europe 50 UCITS ETF,EUR,"The investment seeks to track the price and yield performance, before fee and expenses of the Dow Jones STOXX 50 index. The index is an equity index calculated and published by the international index provider STOXX Ltd. It is a sub-category of the Dow Jones STOXX 600Â® index. It is made up of the 50 leading shares of 18 European countries. The shares in the index cover all economic sectors, and are chosen for their level of market capitalisation, their liquidity and sector weight.",Financials,Large Cap,Amundi Asset Management,PAR,XPAR,FR0010790980
C5S.PA,Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the Dow Jones EURO STOXX 50 Short strategy index, whether the trend is rising or falling. The strategy index, dividends reinvested, in Euros, measures the performance of a strategy which tracks inversely the performance of the Dow Jones EURO STOXX 50 index. It is composed of 50 leading stocks in the Eurozone.",Derivatives,,Amundi Asset Management,PAR,XPAR,
C6E.PA,Amundi Index Solutions - Amundi STOXX Europe 600 ETF-C EUR,EUR,"To track the performance of STOXX Europe 600 Index, and to minimize
the tracking error between the net asset value of the sub-fund and the
performance of the Index.",Financials,,Amundi Asset Management,PAR,XPAR,LU1681040223
C73.PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF DR,EUR,"The investment seeks to track the price and yield performance, before fees and expenses, of the prices used by the EuroMTS Broad Investment Grade 7-10 index.
 The index is a composition of bonds that issued by the goverments of member states of the euro zone with a maturity between 7 and 10 years with at least two notations in the investment grade category in the rating agencies S&P, Moody&#39;s and Fitch.",Fixed Income,Government Bonds,Amundi Asset Management,PAR,XPAR,FR0010754184
CAC.PA,Lyxor CAC 40 (DR) UCITS ETF Dist,EUR,"The Lyxor CAC 40 (DR) UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index CAC 40 Total Return Index so genau wie mÃ¶glich abzubilden.The index tracks the performance of the 40 largest French stocks by free float market capitalization and turnover. The index is a gross total return index and assumes that gross dividends (withholding taxes are not deducted) paid by its constituents are reinvested in the index. More information on www.euronext.com.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Financials,Large Cap,Lyxor International Asset Management,PAR,XPAR,FR0013380607
